Year,Country,Value,Indicator
2021,FI,73.2,General government gross debt
2022,FI,74.0,General government gross debt
2023,FI,77.5,General government gross debt
2024,FI,82.1,General government gross debt
2015,FR,97.0,General government gross debt
2016,FR,98.1,General government gross debt
2017,FR,98.8,General government gross debt
2018,FR,98.5,General government gross debt
2019,FR,98.2,General government gross debt
2020,FR,114.9,General government gross debt
2021,FR,112.8,General government gross debt
2022,FR,111.4,General government gross debt
2023,FR,109.8,General government gross debt
2024,FR,113.0,General government gross debt
2015,HR,82.8,General government gross debt
2016,HR,79.3,General government gross debt
2017,HR,76.2,General government gross debt
2018,HR,72.8,General government gross debt
2019,HR,70.9,General government gross debt
2020,HR,86.5,General government gross debt
2021,HR,78.2,General government gross debt
2022,HR,68.5,General government gross debt
2023,HR,61.8,General government gross debt
2024,HR,57.6,General government gross debt
2015,HU,75.7,General government gross debt
2016,HU,74.6,General government gross debt
2017,HU,72.0,General government gross debt
2018,HU,68.8,General government gross debt
2019,HU,65.0,General government gross debt
2020,HU,78.7,General government gross debt
2021,HU,76.2,General government gross debt
2022,HU,73.9,General government gross debt
2023,HU,73.0,General government gross debt
2024,HU,73.5,General government gross debt
2015,IE,74.0,General government gross debt
2016,IE,72.6,General government gross debt
2017,IE,65.2,General government gross debt
2018,IE,61.5,General government gross debt
2019,IE,55.9,General government gross debt
2020,IE,57.0,General government gross debt
2021,IE,52.6,General government gross debt
2022,IE,43.1,General government gross debt
2023,IE,43.3,General government gross debt
2024,IE,40.9,General government gross debt
2015,IT,134.8,General government gross debt
2016,IT,134.2,General government gross debt
2017,IT,133.7,General government gross debt
2018,IT,134.2,General government gross debt
2019,IT,133.9,General government gross debt
2020,IT,154.4,General government gross debt
2021,IT,145.8,General government gross debt
2022,IT,138.3,General government gross debt
2023,IT,134.6,General government gross debt
2024,IT,135.3,General government gross debt
2015,LT,42.4,General government gross debt
2016,LT,39.8,General government gross debt
2017,LT,39.1,General government gross debt
2018,LT,33.3,General government gross debt
2019,LT,35.6,General government gross debt
2020,LT,45.9,General government gross debt
2021,LT,43.3,General government gross debt
2022,LT,38.1,General government gross debt
2023,LT,37.3,General government gross debt
2024,LT,38.2,General government gross debt
2015,LU,21.1,General government gross debt
2016,LU,19.6,General government gross debt
2017,LU,21.8,General government gross debt
2018,LU,20.9,General government gross debt
2019,LU,22.3,General government gross debt
2020,LU,24.5,General government gross debt
2021,LU,24.2,General government gross debt
2022,LU,24.9,General government gross debt
2023,LU,25.0,General government gross debt
2024,LU,26.3,General government gross debt
2015,LV,38.3,General government gross debt
2016,LV,41.7,General government gross debt
2017,LV,40.3,General government gross debt
2018,LV,38.3,General government gross debt
2019,LV,37.9,General government gross debt
2020,LV,44.0,General government gross debt
2021,LV,45.9,General government gross debt
2022,LV,44.4,General government gross debt
2023,LV,44.6,General government gross debt
2024,LV,46.8,General government gross debt
2015,MT,55.0,General government gross debt
2016,MT,53.1,General government gross debt
2017,MT,45.6,General government gross debt
2018,MT,41.4,General government gross debt
2019,MT,39.3,General government gross debt
2020,MT,48.8,General government gross debt
2021,MT,49.8,General government gross debt
2022,MT,49.5,General government gross debt
2023,MT,47.9,General government gross debt
2024,MT,47.4,General government gross debt
2015,NL,63.8,General government gross debt
2016,NL,60.9,General government gross debt
2017,NL,56.0,General government gross debt
2018,NL,51.6,General government gross debt
2019,NL,47.7,General government gross debt
2020,NL,53.4,General government gross debt
2021,NL,50.5,General government gross debt
2022,NL,48.4,General government gross debt
2023,NL,45.2,General government gross debt
2024,NL,43.3,General government gross debt
2015,PL,51.1,General government gross debt
2016,PL,54.1,General government gross debt
2017,PL,50.4,General government gross debt
2018,PL,48.2,General government gross debt
2019,PL,45.2,General government gross debt
2020,PL,56.6,General government gross debt
2021,PL,53.0,General government gross debt
2022,PL,48.8,General government gross debt
2023,PL,49.5,General government gross debt
2024,PL,55.3,General government gross debt
2015,PT,131.0,General government gross debt
2016,PT,131.2,General government gross debt
2017,PT,126.0,General government gross debt
2018,PT,121.1,General government gross debt
2019,PT,116.1,General government gross debt
2020,PT,134.1,General government gross debt
2021,PT,123.9,General government gross debt
2022,PT,111.2,General government gross debt
2023,PT,97.7,General government gross debt
2024,PT,94.9,General government gross debt
2015,RO,37.7,General government gross debt
2016,RO,37.8,General government gross debt
2017,RO,35.3,General government gross debt
2018,RO,34.4,General government gross debt
2019,RO,35.0,General government gross debt
2020,RO,46.6,General government gross debt
2021,RO,48.3,General government gross debt
2022,RO,47.9,General government gross debt
2023,RO,48.9,General government gross debt
2024,RO,54.8,General government gross debt
2015,SE,44.5,General government gross debt
2016,SE,42.8,General government gross debt
2017,SE,41.6,General government gross debt
2018,SE,39.8,General government gross debt
2019,SE,35.7,General government gross debt
2020,SE,40.4,General government gross debt
2021,SE,36.9,General government gross debt
2022,SE,33.8,General government gross debt
2023,SE,31.6,General government gross debt
2024,SE,33.5,General government gross debt
2015,SI,83.4,General government gross debt
2016,SI,79.4,General government gross debt
2017,SI,74.9,General government gross debt
2018,SI,71.0,General government gross debt
2019,SI,66.0,General government gross debt
2020,SI,80.2,General government gross debt
2021,SI,74.8,General government gross debt
2022,SI,72.7,General government gross debt
2023,SI,68.4,General government gross debt
2024,SI,67.0,General government gross debt
2015,SK,51.6,General government gross debt
2016,SK,52.1,General government gross debt
2017,SK,51.4,General government gross debt
2018,SK,49.3,General government gross debt
2019,SK,48.0,General government gross debt
2020,SK,58.4,General government gross debt
2021,SK,60.2,General government gross debt
2022,SK,57.7,General government gross debt
2023,SK,55.6,General government gross debt
2024,SK,59.3,General government gross debt
2015,AT,51.3,Household debt
2016,AT,51.0,Household debt
2017,AT,50.2,Household debt
2018,AT,49.5,Household debt
2019,AT,49.4,Household debt
2020,AT,52.8,Household debt
2021,AT,51.7,Household debt
2022,AT,48.3,Household debt
2023,AT,45.0,Household debt
2024,AT,43.9,Household debt
2015,BE,58.1,Household debt
2016,BE,58.5,Household debt
2017,BE,59.1,Household debt
2018,BE,59.2,Household debt
2019,BE,60.4,Household debt
2020,BE,64.9,Household debt
2021,BE,62.6,Household debt
2022,BE,59.1,Household debt
2023,BE,57.1,Household debt
2024,BE,56.8,Household debt
2015,BG,23.2,Household debt
2016,BG,22.6,Household debt
2017,BG,22.6,Household debt
2018,BG,23.0,Household debt
2019,BG,23.1,Household debt
2020,BG,24.2,Household debt
2021,BG,23.7,Household debt
2022,BG,22.4,Household debt
2023,BG,23.5,Household debt
2015,CY,128.1,Household debt
2016,CY,117.8,Household debt
2017,CY,106.1,Household debt
2018,CY,96.6,Household debt
2019,CY,86.6,Household debt
2020,CY,89.1,Household debt
2021,CY,79.7,Household debt
2022,CY,69.5,Household debt
2023,CY,64.3,Household debt
2024,CY,59.3,Household debt
2015,CZ,30.0,Household debt
2016,CZ,30.8,Household debt
2017,CZ,31.1,Household debt
2018,CZ,31.4,Household debt
2019,CZ,31.0,Household debt
2020,CZ,33.2,Household debt
2021,CZ,33.9,Household debt
2022,CZ,31.9,Household debt
2023,CZ,31.0,Household debt
2015,DE,52.6,Household debt
2016,DE,52.3,Household debt
2017,DE,51.9,Household debt
2018,DE,51.6,Household debt
2019,DE,52.5,Household debt
2020,DE,56.0,Household debt
2021,DE,55.3,Household debt
2022,DE,53.6,Household debt
2023,DE,51.0,Household debt
2015,DK,118.7,Household debt
2016,DK,116.9,Household debt
2017,DK,113.8,Household debt
2018,DK,112.3,Household debt
2019,DK,110.8,Household debt
2020,DK,111.8,Household debt
2021,DK,101.5,Household debt
2022,DK,84.5,Household debt
2023,DK,88.3,Household debt
2015,EE,39.0,Household debt
2016,EE,39.2,Household debt
2017,EE,38.5,Household debt
2018,EE,37.7,Household debt
2019,EE,37.5,Household debt
2020,EE,39.9,Household debt
2021,EE,38.0,Household debt
2022,EE,36.4,Household debt
2023,EE,36.8,Household debt
2024,EE,38.4,Household debt
2015,EL,63.2,Household debt
2016,EL,61.3,Household debt
2017,EL,58.2,Household debt
2018,EL,58.5,Household debt
2019,EL,55.4,Household debt
2020,EL,58.7,Household debt
2021,EL,54.7,Household debt
2022,EL,44.9,Household debt
2023,EL,40.8,Household debt
2024,EL,38.8,Household debt
2015,ES,67.6,Household debt
2016,ES,64.1,Household debt
2017,ES,60.9,Household debt
2018,ES,58.6,Household debt
2019,ES,56.5,Household debt
2020,ES,62.1,Household debt
2021,ES,57.2,Household debt
2022,ES,51.5,Household debt
2023,ES,46.1,Household debt
2024,ES,43.7,Household debt
2015,FI,63.6,Household debt
2016,FI,64.6,Household debt
2017,FI,64.8,Household debt
2018,FI,65.6,Household debt
2019,FI,66.2,Household debt
2020,FI,69.5,Household debt
2021,FI,68.5,Household debt
2022,FI,66.1,Household debt
2023,FI,64.2,Household debt
2024,FI,63.3,Household debt
2015,FR,56.9,Household debt
2016,FR,58.1,Household debt
2017,FR,59.4,Household debt
2018,FR,60.9,Household debt
2019,FR,62.3,Household debt
2020,FR,68.2,Household debt
2021,FR,66.4,Household debt
2022,FR,65.8,Household debt
2023,FR,62.6,Household debt
2024,FR,60.5,Household debt
2015,HR,38.7,Household debt
2016,HR,35.7,Household debt
2017,HR,34.7,Household debt
2018,HR,34.5,Household debt
2019,HR,35.1,Household debt
2020,HR,38.7,Household debt
2021,HR,34.9,Household debt
2022,HR,31.7,Household debt
2023,HR,30.0,Household debt
2024,HR,30.3,Household debt
2015,HU,21.4,Household debt
2016,HU,20.3,Household debt
2017,HU,18.7,Household debt
2018,HU,17.7,Household debt
2019,HU,18.4,Household debt
2020,HU,20.7,Household debt
2021,HU,20.9,Household debt
2022,HU,18.6,Household debt
2023,HU,16.8,Household debt
2024,HU,17.0,Household debt
2015,IE,59.2,Household debt
2016,IE,55.0,Household debt
2017,IE,54.2,Household debt
2018,IE,48.2,Household debt
2019,IE,41.4,Household debt
2020,IE,34.3,Household debt
2021,IE,29.9,Household debt
2022,IE,27.5,Household debt
2023,IE,28.9,Household debt
2015,IT,41.6,Household debt
2016,IT,41.1,Household debt
2017,IT,40.8,Household debt
2018,IT,40.8,Household debt
2019,IT,41.1,Household debt
2020,IT,44.8,Household debt
2021,IT,42.1,Household debt
2022,IT,40.0,Household debt
2023,IT,37.1,Household debt
2024,IT,36.1,Household debt
2015,LT,22.2,Household debt
2016,LT,22.8,Household debt
2017,LT,22.4,Household debt
2018,LT,22.4,Household debt
2019,LT,22.8,Household debt
2020,LT,24.0,Household debt
2021,LT,23.3,Household debt
2022,LT,21.8,Household debt
2023,LT,21.2,Household debt
2024,LT,22.0,Household debt
2015,LU,59.0,Household debt
2016,LU,60.5,Household debt
2017,LU,62.5,Household debt
2018,LU,65.6,Household debt
2019,LU,67.1,Household debt
2020,LU,68.8,Household debt
2021,LU,65.9,Household debt
2022,LU,67.5,Household debt
2023,LU,66.5,Household debt
2024,LU,61.0,Household debt
2015,LV,27.0,Household debt
2016,LV,24.9,Household debt
2017,LV,23.6,Household debt
2018,LV,21.2,Household debt
2019,LV,20.5,Household debt
2020,LV,20.7,Household debt
2021,LV,20.3,Household debt
2022,LV,19.2,Household debt
2023,LV,18.5,Household debt
2024,LV,19.4,Household debt
2015,MT,49.6,Household debt
2016,MT,48.8,Household debt
2017,MT,50.7,Household debt
2018,MT,50.9,Household debt
2019,MT,54.0,Household debt
2020,MT,57.9,Household debt
2021,MT,53.4,Household debt
2022,MT,52.3,Household debt
2023,MT,49.1,Household debt
2015,NL,117.9,Household debt
2016,NL,116.8,Household debt
2017,NL,114.7,Household debt
2018,NL,111.9,Household debt
2019,NL,108.4,Household debt
2020,NL,113.4,Household debt
2021,NL,107.9,Household debt
2022,NL,100.5,Household debt
2023,NL,94.5,Household debt
2024,NL,92.7,Household debt
2015,PL,35.8,Household debt
2016,PL,36.5,Household debt
2017,PL,34.8,Household debt
2018,PL,34.6,Household debt
2019,PL,34.0,Household debt
2020,PL,34.3,Household debt
2021,PL,31.9,Household debt
2022,PL,26.2,Household debt
2023,PL,23.6,Household debt
2024,PL,22.7,Household debt
2015,PT,76.0,Household debt
2016,PT,71.6,Household debt
2017,PT,68.4,Household debt
2018,PT,65.4,Household debt
2019,PT,62.9,Household debt
2020,PT,68.3,Household debt
2021,PT,66.0,Household debt
2022,PT,60.3,Household debt
2023,PT,54.8,Household debt
2024,PT,53.3,Household debt
2015,RO,17.4,Household debt
2016,RO,17.0,Household debt
2017,RO,16.3,Household debt
2018,RO,15.7,Household debt
2019,RO,15.3,Household debt
2020,RO,16.0,Household debt
2021,RO,15.7,Household debt
2022,RO,14.1,Household debt
2023,RO,12.5,Household debt
2015,SE,83.0,Household debt
2016,SE,85.9,Household debt
2017,SE,88.0,Household debt
2018,SE,88.8,Household debt
2019,SE,88.8,Household debt
2020,SE,94.0,Household debt
2021,SE,92.2,Household debt
2022,SE,89.1,Household debt
2023,SE,84.5,Household debt
2024,SE,82.7,Household debt
2015,SI,27.8,Household debt
2016,SI,27.5,Household debt
2017,SI,27.3,Household debt
2018,SI,27.1,Household debt
2019,SI,26.9,Household debt
2020,SI,27.9,Household debt
2021,SI,26.4,Household debt
2022,SI,25.9,Household debt
2023,SI,23.9,Household debt
2024,SI,24.3,Household debt
2015,SK,34.2,Household debt
2016,SK,38.1,Household debt
2017,SK,40.7,Household debt
2018,SK,42.2,Household debt
2019,SK,43.4,Household debt
2020,SK,46.1,Household debt
2021,SK,46.2,Household debt
2022,SK,47.0,Household debt
2023,SK,44.0,Household debt
2024,SK,43.4,Household debt
2015,AT,74.2,NFC debt
2016,AT,73.1,NFC debt
2017,AT,72.4,NFC debt
2018,AT,73.4,NFC debt
2019,AT,72.3,NFC debt
2020,AT,78.0,NFC debt
2021,AT,78.8,NFC debt
2022,AT,74.1,NFC debt
2023,AT,71.4,NFC debt
2024,AT,71.4,NFC debt
2015,BE,116.0,NFC debt
2016,BE,135.7,NFC debt
2017,BE,127.2,NFC debt
2018,BE,121.3,NFC debt
2019,BE,119.8,NFC debt
2020,BE,121.3,NFC debt
2021,BE,114.4,NFC debt
2022,BE,104.3,NFC debt
2023,BE,96.3,NFC debt
2024,BE,93.3,NFC debt
2015,BG,85.5,NFC debt
2016,BG,81.3,NFC debt
2017,BG,76.2,NFC debt
2018,BG,72.2,NFC debt
2019,BG,68.1,NFC debt
2020,BG,66.9,NFC debt
2021,BG,59.4,NFC debt
2022,BG,50.7,NFC debt
2023,BG,48.3,NFC debt
2015,CY,213.6,NFC debt
2016,CY,206.1,NFC debt
2017,CY,201.6,NFC debt
2018,CY,189.5,NFC debt
2019,CY,182.7,NFC debt
2020,CY,181.1,NFC debt
2021,CY,163.5,NFC debt
2022,CY,138.7,NFC debt
2023,CY,130.2,NFC debt
2024,CY,120.9,NFC debt
2015,CZ,47.9,NFC debt
2016,CZ,48.8,NFC debt
2017,CZ,48.2,NFC debt
2018,CZ,50.6,NFC debt
2019,CZ,46.3,NFC debt
2020,CZ,46.8,NFC debt
2021,CZ,46.6,NFC debt
2022,CZ,44.6,NFC debt
2023,CZ,41.8,NFC debt
2015,DE,52.1,NFC debt
2016,DE,53.4,NFC debt
2017,DE,53.7,NFC debt
2018,DE,55.0,NFC debt
2019,DE,57.9,NFC debt
2020,DE,63.7,NFC debt
2021,DE,63.6,NFC debt
2022,DE,62.6,NFC debt
2023,DE,59.6,NFC debt
2015,DK,109.8,NFC debt
2016,DK,110.8,NFC debt
2017,DK,107.3,NFC debt
2018,DK,107.7,NFC debt
2019,DK,114.7,NFC debt
2020,DK,108.7,NFC debt
2021,DK,104.4,NFC debt
2022,DK,102.8,NFC debt
2023,DK,108.6,NFC debt
2015,EE,72.3,NFC debt
2016,EE,70.4,NFC debt
2017,EE,65.5,NFC debt
2018,EE,61.5,NFC debt
2019,EE,58.8,NFC debt
2020,EE,60.0,NFC debt
2021,EE,57.9,NFC debt
2022,EE,56.1,NFC debt
2023,EE,54.5,NFC debt
2024,EE,58.5,NFC debt
2015,EL,67.0,NFC debt
2016,EL,66.1,NFC debt
2017,EL,62.3,NFC debt
2018,EL,60.3,NFC debt
2019,EL,54.3,NFC debt
2020,EL,65.0,NFC debt
2021,EL,65.4,NFC debt
2022,EL,54.5,NFC debt
2023,EL,52.3,NFC debt
2024,EL,55.3,NFC debt
2015,ES,89.3,NFC debt
2016,ES,86.2,NFC debt
2017,ES,82.6,NFC debt
2018,ES,77.1,NFC debt
2019,ES,75.6,NFC debt
2020,ES,89.9,NFC debt
2021,ES,84.4,NFC debt
2022,ES,73.2,NFC debt
2023,ES,66.0,NFC debt
2024,ES,63.5,NFC debt
2015,FI,89.4,NFC debt
2016,FI,84.7,NFC debt
2017,FI,83.9,NFC debt
2018,FI,79.3,NFC debt
2019,FI,80.6,NFC debt
2020,FI,84.2,NFC debt
2021,FI,82.9,NFC debt
2022,FI,79.9,NFC debt
2023,FI,77.5,NFC debt
2024,FI,77.3,NFC debt
2015,FR,85.2,NFC debt
2016,FR,86.0,NFC debt
2017,FR,86.4,NFC debt
2018,FR,88.4,NFC debt
2019,FR,91.1,NFC debt
2020,FR,105.6,NFC debt
2021,FR,100.3,NFC debt
2022,FR,95.9,NFC debt
2023,FR,91.9,NFC debt
2024,FR,90.9,NFC debt
2015,HR,72.4,NFC debt
2016,HR,68.2,NFC debt
2017,HR,62.5,NFC debt
2018,HR,58.7,NFC debt
2019,HR,54.5,NFC debt
2020,HR,58.5,NFC debt
2021,HR,52.2,NFC debt
2022,HR,48.0,NFC debt
2023,HR,42.8,NFC debt
2024,HR,42.1,NFC debt
2015,HU,62.4,NFC debt
2016,HU,56.3,NFC debt
2017,HU,51.2,NFC debt
2018,HU,50.8,NFC debt
2019,HU,48.8,NFC debt
2020,HU,55.8,NFC debt
2021,HU,61.3,NFC debt
2022,HU,62.7,NFC debt
2023,HU,55.1,NFC debt
2024,HU,55.8,NFC debt
2015,IE,255.7,NFC debt
2016,IE,244.9,NFC debt
2017,IE,213.8,NFC debt
2018,IE,197.8,NFC debt
2019,IE,173.2,NFC debt
2020,IE,152.7,NFC debt
2021,IE,130.8,NFC debt
2022,IE,118.1,NFC debt
2023,IE,109.7,NFC debt
2015,IT,72.7,NFC debt
2016,IT,69.5,NFC debt
2017,IT,67.3,NFC debt
2018,IT,65.7,NFC debt
2019,IT,63.6,NFC debt
2020,IT,72.0,NFC debt
2021,IT,67.2,NFC debt
2022,IT,62.2,NFC debt
2023,IT,58.1,NFC debt
2024,IT,55.9,NFC debt
2015,LT,34.3,NFC debt
2016,LT,35.3,NFC debt
2017,LT,35.1,NFC debt
2018,LT,34.4,NFC debt
2019,LT,33.2,NFC debt
2020,LT,31.2,NFC debt
2021,LT,31.1,NFC debt
2022,LT,29.5,NFC debt
2023,LT,29.9,NFC debt
2024,LT,30.7,NFC debt
2015,LU,239.4,NFC debt
2016,LU,219.2,NFC debt
2017,LU,227.7,NFC debt
2018,LU,227.7,NFC debt
2019,LU,239.3,NFC debt
2020,LU,269.5,NFC debt
2021,LU,262.0,NFC debt
2022,LU,270.1,NFC debt
2023,LU,269.0,NFC debt
2024,LU,278.2,NFC debt
2015,LV,55.8,NFC debt
2016,LV,56.7,NFC debt
2017,LV,55.1,NFC debt
2018,LV,49.4,NFC debt
2019,LV,47.3,NFC debt
2020,LV,45.3,NFC debt
2021,LV,39.9,NFC debt
2022,LV,37.2,NFC debt
2023,LV,35.6,NFC debt
2024,LV,36.3,NFC debt
2015,MT,78.7,NFC debt
2016,MT,81.4,NFC debt
2017,MT,75.3,NFC debt
2018,MT,67.0,NFC debt
2019,MT,74.0,NFC debt
2020,MT,79.1,NFC debt
2021,MT,73.1,NFC debt
2022,MT,69.6,NFC debt
2023,MT,69.6,NFC debt
2015,NL,151.6,NFC debt
2016,NL,149.8,NFC debt
2017,NL,143.6,NFC debt
2018,NL,140.8,NFC debt
2019,NL,133.6,NFC debt
2020,NL,140.3,NFC debt
2021,NL,138.7,NFC debt
2022,NL,129.3,NFC debt
2023,NL,114.3,NFC debt
2024,NL,106.1,NFC debt
2015,PL,43.0,NFC debt
2016,PL,44.8,NFC debt
2017,PL,41.5,NFC debt
2018,PL,40.7,NFC debt
2019,PL,38.6,NFC debt
2020,PL,39.8,NFC debt
2021,PL,37.5,NFC debt
2022,PL,35.5,NFC debt
2023,PL,32.2,NFC debt
2024,PL,31.1,NFC debt
2015,PT,102.7,NFC debt
2016,PT,97.9,NFC debt
2017,PT,92.5,NFC debt
2018,PT,87.7,NFC debt
2019,PT,84.0,NFC debt
2020,PT,92.3,NFC debt
2021,PT,87.9,NFC debt
2022,PT,78.6,NFC debt
2023,PT,70.9,NFC debt
2024,PT,66.7,NFC debt
2015,RO,40.8,NFC debt
2016,RO,37.7,NFC debt
2017,RO,35.1,NFC debt
2018,RO,31.5,NFC debt
2019,RO,31.1,NFC debt
2020,RO,32.0,NFC debt
2021,RO,32.0,NFC debt
2022,RO,30.0,NFC debt
2023,RO,28.2,NFC debt
2015,SE,109.7,NFC debt
2016,SE,108.4,NFC debt
2017,SE,113.8,NFC debt
2018,SE,108.4,NFC debt
2019,SE,110.6,NFC debt
2020,SE,117.5,NFC debt
2021,SE,120.8,NFC debt
2022,SE,121.4,NFC debt
2023,SE,115.4,NFC debt
2024,SE,114.1,NFC debt
2015,SI,56.0,NFC debt
2016,SI,50.8,NFC debt
2017,SI,47.2,NFC debt
2018,SI,44.1,NFC debt
2019,SI,40.7,NFC debt
2020,SI,40.8,NFC debt
2021,SI,39.2,NFC debt
2022,SI,39.4,NFC debt
2023,SI,34.7,NFC debt
2024,SI,32.6,NFC debt
2015,SK,45.7,NFC debt
2016,SK,49.5,NFC debt
2017,SK,48.8,NFC debt
2018,SK,48.2,NFC debt
2019,SK,48.3,NFC debt
2020,SK,47.8,NFC debt
2021,SK,44.8,NFC debt
2022,SK,46.3,NFC debt
2023,SK,41.4,NFC debt
2024,SK,39.3,NFC debt
2015,AT,1.6,Household credit flow
2016,AT,2.5,Household credit flow
2017,AT,2.4,Household credit flow
2018,AT,3.0,Household credit flow
2019,AT,3.2,Household credit flow
2020,AT,2.8,Household credit flow
2021,AT,4.3,Household credit flow
2022,AT,3.0,Household credit flow
2023,AT,-1.6,Household credit flow
2024,AT,-0.4,Household credit flow
2015,BE,4.1,Household credit flow
2016,BE,4.1,Household credit flow
2017,BE,4.6,Household credit flow
2018,BE,4.8,Household credit flow
2019,BE,6.4,Household credit flow
2020,BE,3.9,Household credit flow
2021,BE,5.2,Household credit flow
2022,BE,5.2,Household credit flow
2023,BE,2.3,Household credit flow
2024,BE,2.4,Household credit flow
2015,BG,-0.4,Household credit flow
2016,BG,5.6,Household credit flow
2017,BG,9.6,Household credit flow
2018,BG,9.8,Household credit flow
2019,BG,10.5,Household credit flow
2020,BG,6.6,Household credit flow
2021,BG,14.1,Household credit flow
2022,BG,15.1,Household credit flow
2023,BG,16.3,Household credit flow
2015,CY,-0.5,Household credit flow
2016,CY,-0.3,Household credit flow
2017,CY,0.7,Household credit flow
2018,CY,2.9,Household credit flow
2019,CY,0.4,Household credit flow
2020,CY,3.7,Household credit flow
2021,CY,3.6,Household credit flow
2022,CY,-2.2,Household credit flow
2023,CY,1.0,Household credit flow
2024,CY,0.4,Household credit flow
2015,CZ,6.5,Household credit flow
2016,CZ,7.8,Household credit flow
2017,CZ,8.3,Household credit flow
2018,CZ,6.9,Household credit flow
2019,CZ,6.5,Household credit flow
2020,CZ,6.2,Household credit flow
2021,CZ,9.5,Household credit flow
2022,CZ,5.0,Household credit flow
2023,CZ,4.9,Household credit flow
2015,DE,2.4,Household credit flow
2016,DE,2.9,Household credit flow
2017,DE,3.3,Household credit flow
2018,DE,3.8,Household credit flow
2019,DE,4.7,Household credit flow
2020,DE,4.6,Household credit flow
2021,DE,5.1,Household credit flow
2022,DE,4.1,Household credit flow
2023,DE,0.7,Household credit flow
2015,DK,1.2,Household credit flow
2016,DK,0.9,Household credit flow
2017,DK,0.5,Household credit flow
2018,DK,1.5,Household credit flow
2019,DK,1.4,Household credit flow
2020,DK,1.0,Household credit flow
2021,DK,2.7,Household credit flow
2022,DK,1.4,Household credit flow
2023,DK,0.4,Household credit flow
2015,EE,5.3,Household credit flow
2016,EE,6.8,Household credit flow
2017,EE,7.4,Household credit flow
2018,EE,6.7,Household credit flow
2019,EE,7.8,Household credit flow
2020,EE,4.2,Household credit flow
2021,EE,7.3,Household credit flow
2022,EE,11.2,Household credit flow
2023,EE,6.3,Household credit flow
2024,EE,8.0,Household credit flow
2015,EL,-3.4,Household credit flow
2016,EL,-2.9,Household credit flow
2017,EL,-2.2,Household credit flow
2018,EL,-1.9,Household credit flow
2019,EL,-2.4,Household credit flow
2020,EL,-3.1,Household credit flow
2021,EL,-1.9,Household credit flow
2022,EL,-2.1,Household credit flow
2023,EL,-1.0,Household credit flow
2024,EL,0.2,Household credit flow
2015,ES,-2.3,Household credit flow
2016,ES,-1.7,Household credit flow
2017,ES,-0.6,Household credit flow
2018,ES,0.2,Household credit flow
2019,ES,0.1,Household credit flow
2020,ES,-0.6,Household credit flow
2021,ES,1.1,Household credit flow
2022,ES,0.7,Household credit flow
2023,ES,-1.9,Household credit flow
2024,ES,1.1,Household credit flow
2015,FI,3.6,Household credit flow
2016,FI,4.3,Household credit flow
2017,FI,4.0,Household credit flow
2018,FI,4.6,Household credit flow
2019,FI,3.8,Household credit flow
2020,FI,4.4,Household credit flow
2021,FI,3.9,Household credit flow
2022,FI,3.1,Household credit flow
2023,FI,-0.5,Household credit flow
2024,FI,-0.4,Household credit flow
2015,FR,3.1,Household credit flow
2016,FR,4.4,Household credit flow
2017,FR,5.2,Household credit flow
2018,FR,5.3,Household credit flow
2019,FR,6.0,Household credit flow
2020,FR,4.6,Household credit flow
2021,FR,5.6,Household credit flow
2022,FR,5.0,Household credit flow
2023,FR,1.3,Household credit flow
2024,FR,0.2,Household credit flow
2015,HR,-2.1,Household credit flow
2016,HR,0.7,Household credit flow
2017,HR,4.2,Household credit flow
2018,HR,6.1,Household credit flow
2019,HR,7.3,Household credit flow
2020,HR,1.7,Household credit flow
2021,HR,4.6,Household credit flow
2022,HR,5.7,Household credit flow
2023,HR,9.5,Household credit flow
2024,HR,10.9,Household credit flow
2015,HU,-13.8,Household credit flow
2016,HU,0.8,Household credit flow
2017,HU,2.2,Household credit flow
2018,HU,5.3,Household credit flow
2019,HU,14.9,Household credit flow
2020,HU,14.8,Household credit flow
2021,HU,15.1,Household credit flow
2022,HU,5.8,Household credit flow
2023,HU,3.7,Household credit flow
2024,HU,9.6,Household credit flow
2015,IE,0.5,Household credit flow
2016,IE,-4.7,Household credit flow
2017,IE,-5.8,Household credit flow
2018,IE,-1.5,Household credit flow
2019,IE,-0.1,Household credit flow
2020,IE,-4.4,Household credit flow
2021,IE,3.3,Household credit flow
2022,IE,0.5,Household credit flow
2023,IE,3.7,Household credit flow
2015,IT,0.0,Household credit flow
2016,IT,1.2,Household credit flow
2017,IT,2.5,Household credit flow
2018,IT,2.6,Household credit flow
2019,IT,2.4,Household credit flow
2020,IT,1.1,Household credit flow
2021,IT,3.7,Household credit flow
2022,IT,3.4,Household credit flow
2023,IT,-0.6,Household credit flow
2024,IT,0.6,Household credit flow
2015,LT,7.0,Household credit flow
2016,LT,7.3,Household credit flow
2017,LT,7.4,Household credit flow
2018,LT,8.8,Household credit flow
2019,LT,8.6,Household credit flow
2020,LT,7.6,Household credit flow
2021,LT,10.5,Household credit flow
2022,LT,11.5,Household credit flow
2023,LT,6.6,Household credit flow
2024,LT,10.5,Household credit flow
2015,LU,5.3,Household credit flow
2016,LU,6.4,Household credit flow
2017,LU,7.1,Household credit flow
2018,LU,8.6,Household credit flow
2019,LU,6.1,Household credit flow
2020,LU,6.0,Household credit flow
2021,LU,8.5,Household credit flow
2022,LU,7.5,Household credit flow
2023,LU,1.0,Household credit flow
2024,LU,1.2,Household credit flow
